Sl. No.,School code,School name,School type,Level Name,Category,Sub District,Name Of HM,Number Of HM,Name Of SITC/PSITC,Number Of SITC/PSITC
1,16007,GHSS CHORODE ,Government,8 - 12,"HS, HSS",Chombala,,,,
2,16011,G V H S S Madapally ,Government,1 - 12,"LP, UP, HS, HSS",Chombala,,,,
3,16012,GOVT HIGHER SECONDARY SCHOOLMADAPPALLI ,Government,5 - 12,"UP, HS, HSS",Chombala,,,,
4,16013,GHSS AZHIYOOR ,Government,5 - 10,"UP, HS",Chombala,,,,
5,16038,KKM GVHSS ORKKATTERI ,Government,8 - 12,"HS, HSS",Chombala,,,,
6,16085,Govt. Model Residential School Kozhikode ,Government,5 - 10,"UP, HS",Chombala,,,,
7,16204,GLPS MUTTUNGAL ,Government,1 - 4,LP,Chombala,,,,
8,16211,GJBS AZHIYOOR ,Government,1 - 4,LP,Chombala,,,,
9,16212,GMJBS AZHIYOOR ,Government,1 - 4,LP,Chombala,,,,
10,16215,GMJBS ONCHIYAM ,Government,1 - 4,LP,Chombala,,,,
11,16221,GFLPS MADAKKARA ,Government,1 - 4,LP,Chombala,,,,
12,16243,GFLPS MADAPPALLI ,Government,1 - 5,"LP, UP",Chombala,,,,
13,16265,GUPS ONCHIYAM ,Government,5 -7,UP,Chombala,,,,
14,16032,KADATHANAD RAJAS HS PURAMERI ,Aided,5 - 12,"UP, HS, HSS",Chombala,,,,
15,16201,MUTTUNGAL LPS ,Aided,1 - 4,LP,Chombala,,,,
16,16202,MUTTUNGAL VD LPS ,Aided,1 - 4,LP,Chombala,,,,
17,16203,VAIKKILASSERI MLPS ,Aided,1 - 4,LP,Chombala,,,,
18,16205,VARISSIAKKUNI MLPS ,Aided,1 - 4,LP,Chombala,,,,
19,16206,KARAKKAD LPS ,Aided,1 - 4,LP,Chombala,,,,
20,16207,SREE NARAYANA LPS CHOMBALA ,Aided,1 - 4,LP,Chombala,,,,
21,16209,ANJAMPEEDIKA MLPS AZHIYOOR ,Aided,1 - 4,LP,Chombala,,,,
22,16210,CHOMBALA NORTH LPS ,Aided,1 - 4,LP,Chombala,,,,
23,16213,CHOMBALA MLPS ,Aided,1 - 4,LP,Chombala,,,,
24,16214,CHALIL KANNOKKARA LPS ,Aided,1 - 4,LP,Chombala,,,,
25,16216,KARAKKAD M L P S ,Aided,1 - 4,LP,Chombala,,,,
26,16217,URALUNGAL LPS ,Aided,1 - 4,LP,Chombala,,,,
27,16218,ONCHIYAM DHARMA LPS ,Aided,1 - 4,LP,Chombala,,,,
28,16219,KANNOOKKARA LPS ,Aided,1 - 4,LP,Chombala,,,,
29,16220,URALUNGAL GNANODAYAM LPS ,Aided,1 - 4,LP,Chombala,,,,
30,16222,KARAKKAD A V S L P S ,Aided,1 - 4,LP,Chombala,,,,
31,16223,PURAMERI KVLPS ,Aided,1 - 4,LP,Chombala,,,,
32,16224,VILATHAPURAM MLPS ,Aided,1 - 4,LP,Chombala,,,,
33,16225,KUNINGAD MLPS ,Aided,1 - 4,LP,Chombala,,,,
34,16226,VILATHAPURAM LPS ,Aided,1 - 4,LP,Chombala,,,,
35,16227,PURAMERI VVLPS ,Aided,1 - 4,LP,Chombala,,,,
36,16228,PURAMERI SVLPS ,Aided,1 - 4,LP,Chombala,,,,
37,16229,MUTHUVADATHUR MLPS ,Aided,1 - 4,LP,Chombala,,,,
38,16230,PUTHIYANGADI MLPS ,Aided,1 - 4,LP,Chombala,,,,
39,16231,EDACHERI MLPS ,Aided,1 - 4,LP,Chombala,,,,
40,16232,EDACHERI CENTRAL LPS ,Aided,1 - 4,LP,Chombala,,,,
41,16233,THURUTHI LPS ,Aided,1 - 4,LP,Chombala,,,,
42,16234,NELLACHERI LPS ,Aided,1 - 4,LP,Chombala,,,,
43,16235,ERAMALA CENTRAL LPS ,Aided,1 - 4,LP,Chombala,,,,
44,16236,MARANKANDY MLPS ,Aided,1 - 4,LP,Chombala,,,,
45,16237,KUNNUMMAKKARA MLPS ,Aided,1 - 4,LP,Chombala,,,,
46,16238,AZHIYOOR CENTRAL LPS ,Aided,1 - 5,"LP, UP",Chombala,,,,
47,16239,CHOMBALA LPS ,Aided,1 - 5,"LP, UP",Chombala,,,,
48,16240,ONCHIYAM LPS ,Aided,1 - 5,"LP, UP",Chombala,,,,
49,16241,VELLIKKULANGARA LPS ,Aided,1 - 5,"LP, UP",Chombala,,,,
50,16242,URALUNGAL VIDYAVILASAM LPS ,Aided,1 - 5,"LP, UP",Chombala,,,,
51,16244,KUNINGAD LPS ,Aided,1 - 5,"LP, UP",Chombala,,,,
52,16245,PURAMERI LPS ,Aided,1 - 5,"LP, UP",Chombala,,,,
53,16246,MUTHUVADATHUR VVLPS ,Aided,1 - 5,"LP, UP",Chombala,,,,
54,16247,ORKKATTERI LPS ,Aided,1 - 5,"LP, UP",Chombala,,,,
55,16248,THATTOLIKKARA EAST LPS ,Aided,1 - 5,"LP, UP",Chombala,,,,
56,16249,KUNNUMMAKKARA LPS ,Aided,1 - 5,"LP, UP",Chombala,,,,
57,16250,ATHIYOOR LPS ,Aided,1 - 5,"LP, UP",Chombala,,,,
58,16251,KURIKKILAD UPS ,Aided,1 - 7,"LP, UP",Chombala,,,,
59,16252,VARISSIAKKUNI UPS ,Aided,1 - 7,"LP, UP",Chombala,,,,
60,16253,MUTTUNGAL SOUTH UPS ,Aided,1 - 7,"LP, UP",Chombala,,,,
61,16254,VAIKKILASSERY UPS ,Aided,1 - 7,"LP, UP",Chombala,,,,
62,16255,AZHIYOOR EAST UPS ,Aided,1 - 7,"LP, UP",Chombala,,,,
63,16256,BEMUPS CHOMBALA ,Aided,1 - 7,"LP, UP",Chombala,,,,
64,16257,KALLAMALA UPS ,Aided,1 - 7,"LP, UP",Chombala,,,,
65,16258,PANADEMMAL MUPS ,Aided,1 - 7,"LP, UP",Chombala,,,,
66,16259,NARIKKUNNU UPS ,Aided,1 - 7,"LP, UP",Chombala,,,,
67,16260,EDACHERI NORTH UPS ,Aided,1 - 7,"LP, UP",Chombala,,,,
68,16261,ERAMALA UPS ,Aided,1 - 7,"LP, UP",Chombala,,,,
69,16262,ORKKATTERI NORTH UPS ,Aided,1 - 7,"LP, UP",Chombala,,,,
70,16263,P.K Memorial U.P.S. ,Aided,1 - 7,"LP, UP",Chombala,,,,
71,16264,THATTOLIKKARA UPS ,Aided,1 - 7,"LP, UP",Chombala,,,,
72,16266,MUTHUVADATHUR MUPS ,Aided,5 -7,UP,Chombala,,,,
73,99933,Sampoorna Test School Vatakara ,Aided,5 - 10,"UP, HS",Chombala,,,,
74,16268,Right Choice School ,Unaided Recognised,1 - 4,LP,Chombala,,,,
75,16269,M M ORPHANAGE ENGLISH MEDIUMSCHOOL ,Unaided Recognised,1 - 7,"LP, UP",Chombala,,,,
76,16270,BLOSSOMS ENGLISH SCHOOL ,Unaided Recognised,1 - 4,LP,Chombala,,,,
77,16274,Buds Special School forMentally Retarded Eramala ,Unaided Recognised,5 - 10,"UP, HS",Chombala,,,,
78,16275,Buds Special School ForMentally Retarded Onchiyam ,Unaided Recognised,5 - 10,"UP, HS",Chombala,,,,
79,16276,Buds Special School ForMentally Retarded Chorode ,Unaided Recognised,5 - 10,"UP, HS",Chombala,,,,
80,16045,GRFTHS KOYILANDY ,Government,8 - 10,HS,Koyilandi,,,,
81,16046,G V H S S KOYILANDY ,Government,5 - 12,"UP, HS, HSS",Koyilandi,,,,
82,16047,G H S S Panthalayani Koyilandy ,Government,5 - 12,"UP, HS, HSS",Koyilandi,,,,
83,16048,G M V H S S KOYILANDY ,Government,1 - 12,"LP, UP, HS, HSS",Koyilandi,,,,
84,16057,GVHSS ATHOLI ,Government,5 - 12,"UP, HS, HSS",Koyilandi,,,,
85,16301,GLPS ATHOLI ,Government,1 - 4,LP,Koyilandi,,,,
86,16302,GLPS EZHUKUDIKKAL. ,Government,1 - 4,LP,Koyilandi,,,,
87,16303,GMLPS KOLLAM. ,Government,1 - 4,LP,Koyilandi,,,,
88,16304,GLPS KOTHAMANGALAM ,Government,1 - 4,LP,Koyilandi,,,,
89,16305,GLPS KAKKANCHERY.. ,Government,1 - 4,LP,Koyilandi,,,,
90,16306,GFLPS KANNANKADAVE ,Government,1 - 4,LP,Koyilandi,,,,
91,16307,GWLPS KOLAKKAD ,Government,1 - 4,LP,Koyilandi,,,,
92,16308,GLPS MARUTHUR ,Government,1 - 4,LP,Koyilandi,,,,
93,16309,GLPS MATAKKARA ,Government,1 - 4,LP,Koyilandi,,,,
94,16310,GMLPS PANTHALAYANI ,Government,1 - 4,LP,Koyilandi,,,,
95,16311,GLPS PUTHENCHERY ,Government,1 - 4,LP,Koyilandi,,,,
96,16312,GLPS THIRUVANGOOR WEST ,Government,1 - 4,LP,Koyilandi,,,,
97,16337,GUPS ANTHATTA . ,Government,1 - 7,"LP, UP",Koyilandi,,,,
98,16338,GMUPS KAPPAD ,Government,1 - 7,"LP, UP",Koyilandi,,,,
99,16339,GUPS KANNUR ,Government,1 - 7,"LP, UP",Koyilandi,,,,
100,16340,GFUPS KORAPUZHA ,Government,1 - 7,"LP, UP",Koyilandi,,,,
101,16341,G M U P S VELUR. ,Government,1 - 7,"LP, UP",Koyilandi,,,,
102,16342,GFUPS KOYILANDY. ,Government,1 - 7,"LP, UP",Koyilandi,,,,
103,16343,GUPS OLLUR ,Government,1 - 7,"LP, UP",Koyilandi,,,,
104,16364,GUPS KAKKANCHERY ,Government,5 -7,UP,Koyilandi,,,,
105,16036,KPMSM H S S ARIKKULAM ,Aided,8 - 12,"HS, HSS",Koyilandi,,,,
106,16052,POILKAVE HS ,Aided,8 - 12,"HS, HSS",Koyilandi,,,,
107,16054,THIRUVANGOOR H S S ,Aided,1 - 12,"LP, UP, HS, HSS",Koyilandi,,,,
108,16313,ARIKKULAM LPS ,Aided,1 - 4,LP,Koyilandi,,,,
109,16314,CHENIYERI MLPS ,Aided,1 - 4,LP,Koyilandi,,,,
110,16315,EDAKKULAM VIDYA THARANGINI LPS ,Aided,1 - 4,LP,Koyilandi,,,,
111,16316,ELATTERI ALPS ,Aided,1 - 4,LP,Koyilandi,,,,
112,16317,KARAYAD EAST LPS ,Aided,1 - 4,LP,Koyilandi,,,,
113,16318,KARAYAD A L P S ,Aided,1 - 4,LP,Koyilandi,,,,
114,16319,KOLAKKAD MIXED ALPS ,Aided,1 - 4,LP,Koyilandi,,,,
115,16320,KOLLAM LPS ,Aided,1 - 4,LP,Koyilandi,,,,
116,16321,KOTHAMANGALAM SOUTH LPS ,Aided,1 - 4,LP,Koyilandi,,,,
117,16322,KOLATHUR KVLPS ,Aided,1 - 4,LP,Koyilandi,,,,
118,16323,KONGANNUR ALPS ,Aided,1 - 4,LP,Koyilandi,,,,
119,16324,KUNNATHARA MLPS ,Aided,1 - 4,LP,Koyilandi,,,,
120,16325,MELUR ALPS ,Aided,1 - 4,LP,Koyilandi,,,,
121,16326,PERUVATTUR ALPS ,Aided,1 - 4,LP,Koyilandi,,,,
122,16327,PULIYANCHERY SOUTH LPS ,Aided,1 - 4,LP,Koyilandi,,,,
123,16328,THUVAKKODE ALPS ,Aided,1 - 4,LP,Koyilandi,,,,
124,16329,THORAYI ALPS ,Aided,1 - 4,LP,Koyilandi,,,,
125,16330,THORAYI MLPS ,Aided,1 - 4,LP,Koyilandi,,,,
126,16331,UTTERY ALPS ,Aided,1 - 4,LP,Koyilandi,,,,
127,16332,VAKAMOLI ALPS ,Aided,1 - 4,LP,Koyilandi,,,,
128,16333,VIYYUR ALPS ,Aided,1 - 4,LP,Koyilandi,,,,
129,16334,VELUR WEST ALPS ,Aided,1 - 4,LP,Koyilandi,,,,
130,16335,KAKKANCHERY ALPS ,Aided,1 - 5,"LP, UP",Koyilandi,,,,
131,16336,KARAYAD MLPS ,Aided,1 - 5,"LP, UP",Koyilandi,,,,
132,16344,ARIKKULAM UPS ,Aided,1 - 7,"LP, UP",Koyilandi,,,,
133,16345,CHEMANCHERY UPS ,Aided,1 - 7,"LP, UP",Koyilandi,,,,
134,16346,CHEMANCHERY EAST UPS ,Aided,1 - 7,"LP, UP",Koyilandi,,,,
135,16347,CHEMANCHERY KOLAKKAD UPS ,Aided,1 - 7,"LP, UP",Koyilandi,,,,
136,16348,CHENGOTTUKAVE EAST UPS ,Aided,1 - 7,"LP, UP",Koyilandi,,,,
137,16349,CHELIYA UPS ,Aided,1 - 7,"LP, UP",Koyilandi,,,,
138,16350,KOLLAM UPS ,Aided,1 - 7,"LP, UP",Koyilandi,,,,
139,16351,KURUVANGAD SOUTH UPS ,Aided,1 - 7,"LP, UP",Koyilandi,,,,
140,16352,KURUVANGAD CENTRAL U P School ,Aided,1 - 7,"LP, UP",Koyilandi,,,,
141,16353,KAVUMVATTAM MUPS ,Aided,1 - 7,"LP, UP",Koyilandi,,,,
142,16354,KAVUMVATTAM UPS ,Aided,1 - 7,"LP, UP",Koyilandi,,,,
143,16355,K.K.KIDAVE MEMORIAL UPS. ,Aided,1 - 7,"LP, UP",Koyilandi,,,,
144,16356,EDAKKARA KOLAKKAD UPS ,Aided,1 - 7,"LP, UP",Koyilandi,,,,
145,16357,MODAKKALLUR UPS. ,Aided,1 - 7,"LP, UP",Koyilandi,,,,
146,16358,B E M U P School Koyilandy ,Aided,1 - 7,"LP, UP",Koyilandi,,,,
147,16359,POILKAVE UPS. ,Aided,1 - 7,"LP, UP",Koyilandi,,,,
148,16360,PULIYANCHERY U P S ,Aided,1 - 7,"LP, UP",Koyilandi,,,,
149,16361,THIRUVANGOOR UPS ,Aided,1 - 7,"LP, UP",Koyilandi,,,,
150,16362,URALLOOR MUPS ,Aided,1 - 7,"LP, UP",Koyilandi,,,,
151,16363,VENGALAM UPS ,Aided,1 - 7,"LP, UP",Koyilandi,,,,
152,16365,KARAYAD UPS ,Aided,5 -7,UP,Koyilandi,,,,
153,16053,ILAHIYA HSS KAPPAD ,Unaided Recognised,1 - 12,"LP, UP, HS, HSS",Koyilandi,,,,
154,16081,I C S SECONDARY SCHOOLKOYILANDY ,Unaided Recognised,1 -10,"LP, UP, HS",Koyilandi,,,,
155,16367,"ILAHIYA ENGLISH SCHOOL, ATHOLI ",Unaided Recognised,1 - 7,"LP, UP",Koyilandi,,,,
156,16368,"ILAHIYA ENGLISH MEDIUM SCHOOL,KOYILANDY ",Unaided Recognised,1 - 4,LP,Koyilandi,,,,
157,16369,"MSS PUBLIC SCHOOL, VENGALAM ",Unaided Recognised,1 - 7,"LP, UP",Koyilandi,,,,
158,16370,Sreeramananda School ,Unaided Recognised,1 - 4,LP,Koyilandi,,,,
159,16375,Nest Special School Koyilandy ,Unaided Recognised,1 -10,"LP, UP, HS",Koyilandi,,,,
160,10303,"Dr. B R Ambedkar Govt.Model Residential School ,Girls ",Government,5 - 10,"UP, HS",Kunnummal,,,,
161,16068,GHSS KUTTYADI ,Government,8 - 12,"HS, HSS",Kunnummal,,,,
162,16083,G H S KAVILAMPARA ,Government,1 -10,"LP, UP, HS",Kunnummal,,,,
163,16405,GLPS KARANDOT ,Government,1 - 4,LP,Kunnummal,,,,
164,16407,GLPS CHEEKKONNUMMAL ,Government,1 - 4,LP,Kunnummal,,,,
165,16409,GLPS THINOOR ,Government,1 - 4,LP,Kunnummal,,,,
166,16412,GLPS KUMBALACHOLA ,Government,1 - 4,LP,Kunnummal,,,,
167,16413,GSTS THINOOR ,Government,1 - 4,LP,Kunnummal,,,,
168,16415,GLPS KOODALIL ,Government,1 - 4,LP,Kunnummal,,,,
169,16420,GLPS MARUTHONKARA ,Government,1 - 4,LP,Kunnummal,,,,
170,16421,GLPS KOTHODE ,Government,1 - 4,LP,Kunnummal,,,,
171,16422,GLPS MOILATHARA ,Government,1 - 4,LP,Kunnummal,,,,
172,16423,GLPS MANNUR ,Government,1 - 4,LP,Kunnummal,,,,
173,16426,GLPS KURICHAKAM ,Government,1 - 4,LP,Kunnummal,,,,
174,16427,GLPS ARAMBOL ,Government,1 - 4,LP,Kunnummal,,,,
175,16433,GLPS CHERAPURAM ,Government,1 - 4,LP,Kunnummal,,,,
176,16447,GLPS VADAKKUMPAD ,Government,1 - 4,LP,Kunnummal,,,,
177,16448,GHWLPS CHANGAROTH ,Government,1 - 4,LP,Kunnummal,,,,
178,16449,GLPS KUNNASSERI ,Government,1 - 4,LP,Kunnummal,,,,
179,16451,GLPS CHERIYAKUMBALAM ,Government,1 - 4,LP,Kunnummal,,,,
180,16465,GUPS KUNDUTHODE ,Government,1 - 7,"LP, UP",Kunnummal,,,,
181,16469,Othayoth Chikkini MemorialGovernment U P SchoolCherukunnu ,Government,1 - 7,"LP, UP",Kunnummal,,,,
182,16470,GUPS VATTOLI ,Government,1 - 7,"LP, UP",Kunnummal,,,,
183,16478,MGLC Pasukkadav ,Government,1 - 4,LP,Kunnummal,,,,
184,16061,NATIONAL HSS VATTOLI ,Aided,5 - 12,"UP, HS, HSS",Kunnummal,,,,
185,16062,KPES HIGH SCHOOL KAYAKKODY ,Aided,8 - 12,"HS, HSS",Kunnummal,,,,
186,16063,SANSKRIT H S VATTOLI ,Aided,5 - 10,"UP, HS",Kunnummal,,,,
187,16064,RNMHS NARIPATTA ,Aided,8 - 12,"HS, HSS",Kunnummal,,,,
188,16065,ST. MARY`S HS MARUTHONKARA ,Aided,5 - 12,"UP, HS, HSS",Kunnummal,,,,
189,16066,HOLY FAMILY HSS PADATHUKADAVU ,Aided,8 - 10,HS,Kunnummal,,,,
190,16067,PT CHACKO M HS KUNDUTHODE ,Aided,8 - 10,HS,Kunnummal,,,,
191,16069,Vadakkumpad H S ,Aided,5 - 12,"UP, HS, HSS",Kunnummal,,,,
192,16073,VELOM H S CHERAPURAM ,Aided,8 - 12,"HS, HSS",Kunnummal,,,,
193,16076,A.J.J.M. HS CHATHANKOTTU NADA ,Aided,5 - 12,"UP, HS, HSS",Kunnummal,,,,
194,16401,LPS PATTERKULANGARA ,Aided,1 - 4,LP,Kunnummal,,,,
195,16402,LVLPS AKKAL ,Aided,1 - 4,LP,Kunnummal,,,,
196,16403,LPS KOVAKKUNNU ,Aided,1 - 4,LP,Kunnummal,,,,
197,16404,LPS NEDUMANNUR ,Aided,1 - 4,LP,Kunnummal,,,,
198,16406,L P S THALEEKARA ,Aided,1 - 4,LP,Kunnummal,,,,
199,16408,LPS CHEEKKONNU WEST ,Aided,1 - 4,LP,Kunnummal,,,,
200,16410,MLPS NARIPPATTA ,Aided,1 - 4,LP,Kunnummal,,,,
201,16411,MLPS CHEEKKONNU ,Aided,1 - 4,LP,Kunnummal,,,,
202,16414,LPS NARIPATTA SOUTH ,Aided,1 - 4,LP,Kunnummal,,,,
203,16416,ST MARYS LPS KARINGAD ,Aided,1 - 4,LP,Kunnummal,,,,
204,16417,ST. JOSEPHS LPS POOTHAMPARA ,Aided,1 - 4,LP,Kunnummal,,,,
205,16418,MLPS ADUKKATH ,Aided,1 - 4,LP,Kunnummal,,,,
206,16419,LPS KALLAT ,Aided,1 - 4,LP,Kunnummal,,,,
207,16424,ST MARYS LPS MARUTHONKARA ,Aided,1 - 4,LP,Kunnummal,,,,
208,16425,LPS ADUKKATH ,Aided,1 - 4,LP,Kunnummal,,,,
209,16428,MLPS CHERAPURAM NORTH ,Aided,1 - 4,LP,Kunnummal,,,,
210,16429,MLPS CHERAPURAM EAST ,Aided,1 - 4,LP,Kunnummal,,,,
211,16430,LPS VELOM SOUTH ,Aided,1 - 4,LP,Kunnummal,,,,
212,16431,MDLPS VELOM ,Aided,1 - 4,LP,Kunnummal,,,,
213,16432,CHERAPURAM NEW LP ,Aided,1 - 4,LP,Kunnummal,,,,
214,16434,MLPS CHERAPURAM SOUTH ,Aided,1 - 4,LP,Kunnummal,,,,
215,16435,LPS VATTOLI ,Aided,1 - 4,LP,Kunnummal,,,,
216,16436,MLPS KUNNUMMAL ,Aided,1 - 4,LP,Kunnummal,,,,
217,16437,LPS PARAYIL ,Aided,1 - 4,LP,Kunnummal,,,,
218,16438,LVLPS KUNNUMMAL ,Aided,1 - 4,LP,Kunnummal,,,,
219,16439,LPS MOKERI ,Aided,1 - 4,LP,Kunnummal,,,,
220,16440,KUNNUMMAL SOUTH MLP ,Aided,1 - 4,LP,Kunnummal,,,,
221,16441,LPS URATH ,Aided,1 - 4,LP,Kunnummal,,,,
222,16442,LPS NITTOOR ,Aided,1 - 4,LP,Kunnummal,,,,
223,16443,MLPS NITTOOR ,Aided,1 - 4,LP,Kunnummal,,,,
224,16444,LPS VATAYAM SOUTH ,Aided,1 - 4,LP,Kunnummal,,,,
225,16445,LPS VATAYAM NORTH ,Aided,1 - 4,LP,Kunnummal,,,,
226,16446,LPS KANNATTY ,Aided,1 - 4,LP,Kunnummal,,,,
227,16450,MLPS PALLERI ,Aided,1 - 4,LP,Kunnummal,,,,
228,16452,LPS AVADUKKA ,Aided,1 - 4,LP,Kunnummal,,,,
229,16453,LPS PALERI ,Aided,1 - 4,LP,Kunnummal,,,,
230,16454,LPS KADIYANGAD ,Aided,1 - 4,LP,Kunnummal,,,,
231,16455,MLPS ALAKKAD ,Aided,1 - 5,"LP, UP",Kunnummal,,,,
232,16456,LPS DEVARKOVIL WEST ,Aided,1 - 5,"LP, UP",Kunnummal,,,,
233,16457,LPS NARIPPATTA NORTH ,Aided,1 - 5,"LP, UP",Kunnummal,,,,
234,16458,ST THOMAS LPS ANAKKULAM ,Aided,1 - 5,"LP, UP",Kunnummal,,,,
235,16459,MLPS CHEEKKUNNU EAST ,Aided,1 - 5,"LP, UP",Kunnummal,,,,
236,16460,UPS CHANGARAMKULAM ,Aided,1 - 7,"LP, UP",Kunnummal,,,,
237,16461,AMUPS KAYAKKODI ,Aided,1 - 7,"LP, UP",Kunnummal,,,,
238,16462,"K V K M M U PSchool,Deverkovil ",Aided,1 - 7,"LP, UP",Kunnummal,,,,
239,16463,UPS NARIPPATTA ,Aided,1 - 7,"LP, UP",Kunnummal,,,,
240,16464,U P S CHEEKKONNU ,Aided,1 - 7,"LP, UP",Kunnummal,,,,
241,16467,LFUPS PASSUKADAVU ,Aided,1 - 7,"LP, UP",Kunnummal,,,,
242,16468,UPS CHERAPURAM ,Aided,1 - 7,"LP, UP",Kunnummal,,,,
243,16471,UPS PATHIRAPPATTA ,Aided,1 - 7,"LP, UP",Kunnummal,,,,
244,16472,MIUPS KUTTIADI ,Aided,1 - 7,"LP, UP",Kunnummal,,,,
245,16473,UPS NADUPOYIL ,Aided,1 - 7,"LP, UP",Kunnummal,,,,
246,16474,HFUPS CHANGAROTH ,Aided,1 - 7,"LP, UP",Kunnummal,,,,
247,16475,MUPS CHANGAROTH ,Aided,1 - 7,"LP, UP",Kunnummal,,,,
248,16476,MAMUPS ADUKKATH ,Aided,5 -7,UP,Kunnummal,,,,
249,10302,Hi-Tech HSS Vattoli ,Unaided Recognised,11 - 12,HSS,Kunnummal,,,,
250,16480,"NATIONAL ENGLISH MEDIUMSCHOOL, VATTOLI ",Unaided Recognised,1 - 4,LP,Kunnummal,,,,
251,16014,G.V.H.S.S MEPPAYUR ,Government,5 - 12,"UP, HS, HSS",Melady,,,,
252,16016,G.H.S S AVALA KUTTOTH ,Government,8 - 12,"HS, HSS",Melady,,,,
253,16055,G.V.H.S.S PAYYOLI ,Government,8 - 12,"HS, HSS",Melady,,,,
254,16082,GHS VANMUGHAM ,Government,1 -10,"LP, UP, HS",Melady,,,,
255,16084,G.H.S CHERUVANNUR ,Government,5 - 10,"UP, HS",Melady,,,,
256,16502,TECHNICAL HS PAYYOLI ,Government,8 - 10,HS,Melady,,,,
257,16524,MUKAPPUR G.L.P SCHOOL ,Government,1 - 4,LP,Melady,,,,
258,16541,PURAKKAL PARAKKAD G.L.P SCHOOL ,Government,1 - 4,LP,Melady,,,,
259,16543,THRIKKOTUR WEST G.L.P SCHOOL ,Government,1 - 4,LP,Melady,,,,
260,16545,THURAYUR G.W.L.P SCHOOL ,Government,1 - 4,LP,Melady,,,,
261,16550,VILAYATTUR G.L.P.SCHOOL ,Government,1 - 4,LP,Melady,,,,
262,16552,MELADI G.F.L.P SCHOOL ,Government,1 - 5,"LP, UP",Melady,,,,
263,16557,G.U.P SCHOOL KIZHUR ,Government,1 - 7,"LP, UP",Melady,,,,
264,16569,S.N.B.M G.U.P SCHOOL MELADY ,Government,1 - 7,"LP, UP",Melady,,,,
265,16574,G.U.P.S CHERUVANNOOR ,Government,5 -7,UP,Melady,,,,
266,16575,G.U.P SCHOOL THURAYUR ,Government,5 -7,UP,Melady,,,,
267,16577,GOVT. MLP SCHOOL AVALA ,Government,1 - 4,LP,Melady,,,,
268,16578,GOVT WELFARE LP SCHOOL AYANIKKAD ,Government,1 - 4,LP,Melady,,,,
269,16051,S.V.A.H.S NADUVATHUR ,Aided,8 - 12,"HS, HSS",Melady,,,,
270,16071,C.K.G.M.H.S CHINGAPURAM ,Aided,1 - 12,"LP, UP, HS, HSS",Melady,,,,
271,16074,B.T.M.H.S THURAYUR ,Aided,8 - 12,"HS, HSS",Melady,,,,
272,16503,AYANIKKAD A.L.P SCHOOL ,Aided,1 - 4,LP,Melady,,,,
273,16504,AYANIKKAD M.L.P SCHOOL ,Aided,1 - 4,LP,Melady,,,,
274,16505,CHANGARAM VELLY M.L.P SCHOOL ,Aided,1 - 4,LP,Melady,,,,
275,16506,CHAVATTA.M.L.P SCHOOL ,Aided,1 - 4,LP,Melady,,,,
276,16507,CHERUVANNUR A.L.P SCHOOL ,Aided,1 - 4,LP,Melady,,,,
277,16508,CHERUVANNUR NORTH.M.L.P SCHOOL ,Aided,1 - 4,LP,Melady,,,,
278,16509,CHERUVANNUR WEST L.P SCHOOL ,Aided,1 - 4,LP,Melady,,,,
279,16510,MOODADI HAJI P.K MOIDUMEMORIAL L.P SCHOOL ,Aided,1 - 4,LP,Melady,,,,
280,16511,IRINGATH M.L.P SCHOOL ,Aided,1 - 4,LP,Melady,,,,
