Sl. No.,School code,School name,School type,Level Name,Category,Sub District,Name Of HM,Number Of HM,Name Of SITC/PSITC,Number Of SITC/PSITC
798,17441,Sreevidyamandiram A. L. P. S.  ,Aided,1 - 4,LP,Chevazhur,,,,
799,17442,Union A. L. P. S. Palath ,Aided,1 - 4,LP,Chevazhur,,,,
800,17445,A. L.. P. S. Gurudevavilasam ,Aided,1 - 5,"LP, UP",Chevazhur,,,,
801,17446,A. M. L. P. S. Poolakkadavu ,Aided,1 - 5,"LP, UP",Chevazhur,,,,
802,17447,A. L. P. S. Gnanodayam ,Aided,1 - 5,"LP, UP",Chevazhur,,,,
803,17448,A. L. P. S. Prabhakaravilasam ,Aided,1 - 5,"LP, UP",Chevazhur,,,,
804,17453,A. U. P. S. Makkancheri ,Aided,1 - 7,"LP, UP",Chevazhur,,,,
805,17454,A. U. P. S. Puthur ,Aided,1 - 7,"LP, UP",Chevazhur,,,,
806,17455,B. E. M. U. P. S. Puthiyangadi ,Aided,1 - 7,"LP, UP",Chevazhur,,,,
807,17456,Certified U. P. S. Merikkunnu ,Aided,1 - 7,"LP, UP",Chevazhur,,,,
808,17457,A. U. P. S. Chevayur ,Aided,1 - 7,"LP, UP",Chevazhur,,,,
809,17458,A. U. P. S. Cholappurath ,Aided,1 - 7,"LP, UP",Chevazhur,,,,
810,17459,Ganapath. A. U. P. S.Kuthiravattom ,Aided,1 - 7,"LP, UP",Chevazhur,,,,
811,17460,A. U. P. S. Ichannur. ,Aided,1 - 7,"LP, UP",Chevazhur,,,,
812,17461,A. U. P. S. Kirallur ,Aided,1 - 7,"LP, UP",Chevazhur,,,,
813,17462,A. U. P. S. Kottooli ,Aided,1 - 7,"LP, UP",Chevazhur,,,,
814,17463,A.U.P.S Mayanad ,Aided,1 - 7,"LP, UP",Chevazhur,,,,
815,17464,Sreenarayana vilasam A.U.P.S ,Aided,1 - 7,"LP, UP",Chevazhur,,,,
816,17465,A.U.P.S. Vengery ,Aided,1 - 7,"LP, UP",Chevazhur,,,,
817,17470,A. U. P. S. Chelannur ,Aided,5 -7,UP,Chevazhur,,,,
818,17471,Janatha A. U. P. S. Palath ,Aided,5 -7,UP,Chevazhur,,,,
819,17473,Karannur U. P School ,Aided,5 -7,UP,Chevazhur,,,,
820,17474,MATHRUBANDHU VIDYASALA A.U.PSCHOOL ,Aided,5 -7,UP,Chevazhur,,,,
821,17475,R. A. K. M. A. U. P. S. ,Aided,5 -7,UP,Chevazhur,,,,
822,17476,Vijayalakshmi A. U. P. S. ,Aided,5 -7,UP,Chevazhur,,,,
823,17801,"RAHMANIYA SCHOOL FORHANDICAPPED, CALICUT-8 ",Aided,1 - 12,"LP, UP, HS, HSS",Chevazhur,,,,
824,17032,Chinmaya E. M. H. S. S. ,Unaided Recognised,1 - 12,"LP, UP, HS, HSS",Chevazhur,,,,
825,17051,Silver Hills H. S. S. ,Unaided Recognised,1 - 12,"LP, UP, HS, HSS",Chevazhur,,,,
826,17053,Presentation H. S. S. ,Unaided Recognised,1 - 12,"LP, UP, HS, HSS",Chevazhur,,,,
827,17113,"SARASWATHI VIDYA MANDIRAMENGLISH MEDIUM HIGH SCHOOL,KOTTOOLI ",Unaided Recognised,1 -10,"LP, UP, HS",Chevazhur,,,,
828,17467,Eden U. P. S. ,Unaided Recognised,1 - 7,"LP, UP",Chevazhur,,,,
829,17468,Guardian`s E. M. S. Athanikkal ,Unaided Recognised,1 - 7,"LP, UP",Chevazhur,,,,
830,17469,S. D. S. M. E. M. School ,Unaided Recognised,1 - 7,"LP, UP",Chevazhur,,,,
831,17477,ST.JOSEPH'S ENGLISH MEDIUMSCHOOL MARIKUNNU ,Unaided Recognised,1 - 7,"LP, UP",Chevazhur,,,,
832,17035,G. H. S. S. Beypore ,Government,5 - 12,"UP, HS, HSS",Feroke,,,,
833,17036,G. R. F. T. H. S. And V. H. S.S. Beypore ,Government,8 - 10,HS,Feroke,,,,
834,17075,G. G. V. H. S. S. Feroke ,Government,5 - 12,"UP, HS, HSS",Feroke,,,,
835,17093,G. V. H. S. S. Cheruvannur ,Government,1 - 12,"LP, UP, HS, HSS",Feroke,,,,
836,17111,G H S Nallalam  ,Government,1 -10,"LP, UP, HS",Feroke,,,,
837,17502,G. L. P. S. Beypore South ,Government,1 - 4,LP,Feroke,,,,
838,17503,G. L. P. S. Mukkathukadavu ,Government,1 - 4,LP,Feroke,,,,
839,17504,G. L. P. S. West Nallur ,Government,1 - 4,LP,Feroke,,,,
840,17505,G. L. P. S. Beypore West ,Government,1 - 4,LP,Feroke,,,,
841,17506,G. L. P. S. Chaliyam ,Government,1 - 4,LP,Feroke,,,,
842,17507,G. L. P. S. Nallur ,Government,1 - 4,LP,Feroke,,,,
843,17508,G. M. L. P. S. Karinkallai ,Government,1 - 4,LP,Feroke,,,,
844,17509,G. M. L. P. S. Karuvanthuruthi ,Government,1 - 4,LP,Feroke,,,,
845,17532,Govt. Fisheries L. P. S.Chaliyam ,Government,1 - 5,"LP, UP",Feroke,,,,
846,17533,G. F. L. P. S. Naduvattam ,Government,1 - 5,"LP, UP",Feroke,,,,
847,17534,G. L. P. S. Kadalundi ,Government,1 - 5,"LP, UP",Feroke,,,,
848,17535,G. L. P. S. Beypore ,Government,1 - 5,"LP, UP",Feroke,,,,
849,17536,G. W. L. P. S. Feroke ,Government,1 - 5,"LP, UP",Feroke,,,,
850,17538,G. G. U. P. S. Feroke ,Government,1 - 7,"LP, UP",Feroke,,,,
851,17539,G. M. U. P. S. Feroke ,Government,1 - 7,"LP, UP",Feroke,,,,
852,17541,G. U. P. S. Ramanattukara ,Government,1 - 7,"LP, UP",Feroke,,,,
853,17542,G. U. P. S. Naduvattam ,Government,1 - 7,"LP, UP",Feroke,,,,
854,17558,GLPS KARINKALLAI ,Government,1 - 4,LP,Feroke,,,,
855,17076,"Farook Higher SecondarySchool, Farook College (PO) ",Aided,5 - 12,"UP, HS, HSS",Feroke,,,,
856,17078,U. H. H. S. S. Chaliyam ,Aided,5 - 12,"UP, HS, HSS",Feroke,,,,
857,17079,"Sevamandir Post Basic School,Ramanattukara ",Aided,8 - 12,"HS, HSS",Feroke,,,,
858,17097,C. M. High School Mannur ,Aided,8 - 12,"HS, HSS",Feroke,,,,
859,17510,Calicut Orphanage A. L. P. S.Kolathara ,Aided,1 - 4,LP,Feroke,,,,
860,17512,Cheruvannur West A.L.P.S ,Aided,1 - 4,LP,Feroke,,,,
861,17513,Farook A. L. P. S. FarookCollege (PO) ,Aided,1 - 4,LP,Feroke,,,,
862,17514,I. E. M. L. P. S. Thumbapadam ,Aided,1 - 4,LP,Feroke,,,,
863,17515,Jinarajadas A. L. P. S.Naduvattam ,Aided,1 - 4,LP,Feroke,,,,
864,17516,Kacheripparamba A. M. L. P. S.Kolathara ,Aided,1 - 4,LP,Feroke,,,,
865,17517,Kadalundi A. L. P. S. ,Aided,1 - 4,LP,Feroke,,,,
866,17518,Kadalundi A. M. L. P. S. ,Aided,1 - 4,LP,Feroke,,,,
867,17519,Karinkallai A. L. P. S. ,Aided,1 - 4,LP,Feroke,,,,
868,17520,M. I. A. M. L. P. S.Perumugham ,Aided,1 - 4,LP,Feroke,,,,
869,17521,M. K. A. M. L. P. S. Mannur ,Aided,1 - 4,LP,Feroke,,,,
870,17522,M. M. L. P. S. Chaliyam ,Aided,1 - 4,LP,Feroke,,,,
871,17523,Nallalam A. L. P. S. Areekkad ,Aided,1 - 4,LP,Feroke,,,,
872,17524,"Nallur Narayana L. P. B. S.,Feroke ",Aided,1 - 4,LP,Feroke,,,,
873,17525,Padmaraj A. L. P. S. Mannur ,Aided,1 - 4,LP,Feroke,,,,
874,17526,"Puttekkad A. M. L. P. S.,Feroke ",Aided,1 - 4,LP,Feroke,,,,
875,17527,Mannur St. Pauls A. L. P. S. ,Aided,1 - 4,LP,Feroke,,,,
876,17528,T.M.Madrassa A.L.P.S.Kolathara ,Aided,1 - 4,LP,Feroke,,,,
877,17529,Thattadathumkave A. M. L. P.S. Naduvattam ,Aided,1 - 4,LP,Feroke,,,,
878,17530,Karinkallai V. P. A. L. P. S.  ,Aided,1 - 4,LP,Feroke,,,,
879,17537,Govindavilas A. L. P. SNaduvattam ,Aided,1 - 5,"LP, UP",Feroke,,,,
880,17543,A. E. A. U. P. B. S.Ramanattukara ,Aided,1 - 7,"LP, UP",Feroke,,,,
881,17544,"Athmavidya Sangham U. P .S.,Cheruvannur ",Aided,1 - 7,"LP, UP",Feroke,,,,
882,17545,B. E. M. U. P. S. Feroke ,Aided,1 - 7,"LP, UP",Feroke,,,,
883,17546,Kadalundi Sreedevi A. U. P. S.Chaliyam (PO) ,Aided,1 - 7,"LP, UP",Feroke,,,,
884,17547,Little Flower A. U. P. S.Cheruvannur ,Aided,1 - 7,"LP, UP",Feroke,,,,
885,17548,Mannur Krishna A. U. P. S.Kadalundi ,Aided,1 - 7,"LP, UP",Feroke,,,,
886,17549,Mannur North A. U. P. S. ,Aided,1 - 7,"LP, UP",Feroke,,,,
887,17550,Nallur East A. U. P. S.Perumugham ,Aided,1 - 7,"LP, UP",Feroke,,,,
888,17551,B. M. O. U. P. S.Karuvanthuruthi ,Aided,5 -7,UP,Feroke,,,,
889,17554,Nallalam A. U P S.  ,Aided,5 -7,UP,Feroke,,,,
890,17555,Ganapat A. U. P. S.Karinkallai ,Aided,5 -7,UP,Feroke,,,,
891,17556,Ganapat A. U. P. S.Ramanattukara ,Aided,5 -7,UP,Feroke,,,,
892,17563,"Calicut H. S. S. ForHandicapped, Kolathara ",Aided,1 - 12,"LP, UP, HS, HSS",Feroke,,,,
893,17077,Venerini E. M. H. S. S. ,Unaided Recognised,1 - 12,"LP, UP, HS, HSS",Feroke,,,,
894,17108,"Calicut Orphanage H. S.,Kolathara ",Unaided Recognised,5 - 10,"UP, HS",Feroke,,,,
895,17112,QADISIYA ENGLISH SCHOOL ,Unaided Recognised,1 -10,"LP, UP, HS",Feroke,,,,
896,17114,NIVEDITHA VIDYA PEEDAM ENGLISHMEDIUM HIGH SCHOOL ,Unaided Recognised,1 -10,"LP, UP, HS",Feroke,,,,
897,17531,Salafi E. M. L. P. SchoolMathottam ,Unaided Recognised,1 - 4,LP,Feroke,,,,
898,17552,Hajee P. B. M. K. U. P. S.Chaliyam ,Unaided Recognised,1 - 7,"LP, UP",Feroke,,,,
899,17553,N. S. S. U. P. S. Beypore ,Unaided Recognised,5 -7,UP,Feroke,,,,
900,17557,M. M. J. U. P. SchoolKadalundi ,Unaided Recognised,1 - 7,"LP, UP",Feroke,,,,
901,17565,"I.E.M.U.P. School,Thumbappadam ",Unaided Recognised,5 -7,UP,Feroke,,,,
902,17567,MIFTHAHUL ULOOM ENGLISH MEDIUMSCHOOL ,Unaided Recognised,1 - 7,"LP, UP",Feroke,,,,
903,47063,G H S S Payambra ,Government,1 - 12,"LP, UP, HS, HSS",Kunnamangalam,,,,
904,47069,GHSS Nayarkuzhi ,Government,1 - 12,"LP, UP, HS, HSS",Kunnamangalam,,,,
905,47080,R E C G V H S S Chathamangalam ,Government,1 - 12,"LP, UP, HS, HSS",Kunnamangalam,,,,
906,47109,GHSS Parambil ,Government,8 - 12,"HS, HSS",Kunnamangalam,,,,
907,47201,GLPS Chathamangalam ,Government,1 - 4,LP,Kunnamangalam,,,,
908,47202,GWLPS Chathamangalam ,Government,1 - 4,LP,Kunnamangalam,,,,
909,47203,GLPS Chenoth ,Government,1 - 4,LP,Kunnamangalam,,,,
910,47204,GLPS Earimala ,Government,1 - 4,LP,Kunnamangalam,,,,
911,47205,GLPS Padanilam ,Government,1 - 4,LP,Kunnamangalam,,,,
912,47206,GWLPS Payambra ,Government,1 - 4,LP,Kunnamangalam,,,,
913,47207,GLPS Poolakode ,Government,1 - 4,LP,Kunnamangalam,,,,
914,47208,GLPS Pullannur ,Government,1 - 4,LP,Kunnamangalam,,,,
915,47209,GLPS Pullannur New ,Government,1 - 4,LP,Kunnamangalam,,,,
916,47210,GLPS Vellannur ,Government,1 - 4,LP,Kunnamangalam,,,,
917,47060,Kunnamangalam HSSKunnamangalam ,Aided,5 - 12,"UP, HS, HSS",Kunnamangalam,,,,
918,47061,Markaz HSS Karanthur ,Aided,5 - 12,"UP, HS, HSS",Kunnamangalam,,,,
919,47102,Markaz Girls HS Karanthur ,Aided,5 - 12,"UP, HS, HSS",Kunnamangalam,,,,
920,47211,AMLPS Cheruvatta ,Aided,1 - 4,LP,Kunnamangalam,,,,
921,47212,ALPS Choolur ,Aided,1 - 4,LP,Kunnamangalam,,,,
922,47213,SGM ALPS Karanthur ,Aided,1 - 4,LP,Kunnamangalam,,,,
923,47214,ALPS Kizhur ,Aided,1 - 4,LP,Kunnamangalam,,,,
924,47215,ALPS Kolai ,Aided,1 - 4,LP,Kunnamangalam,,,,
925,47216,ALPS Konott ,Aided,1 - 4,LP,Kunnamangalam,,,,
926,47217,AMLPS Kunnamangalam ,Aided,1 - 4,LP,Kunnamangalam,,,,
927,47218,ALPS Kuruvattur West ,Aided,1 - 4,LP,Kunnamangalam,,,,
928,47219,AMLPS Kuruvattur West ,Aided,1 - 4,LP,Kunnamangalam,,,,
929,47220,ALPS Mavoor ,Aided,1 - 4,LP,Kunnamangalam,,,,
930,47221,ALPS Payambra ,Aided,1 - 4,LP,Kunnamangalam,,,,
931,47222,ALPS Peruvazhikadave ,Aided,1 - 4,LP,Kunnamangalam,,,,
932,47223,AMLPS Polur ,Aided,1 - 4,LP,Kunnamangalam,,,,
933,47224,AMLPS Thathur ,Aided,1 - 4,LP,Kunnamangalam,,,,
934,47225,ALPS Kalarikandy ,Aided,1 - 5,"LP, UP",Kunnamangalam,,,,
935,47226,AMLPS Karanthur ,Aided,1 - 5,"LP, UP",Kunnamangalam,,,,
936,47227,AMLPS Parambil ,Aided,1 - 5,"LP, UP",Kunnamangalam,,,,
937,47228,ALPS Polur ,Aided,1 - 5,"LP, UP",Kunnamangalam,,,,
938,47229,AUPS Choolur ,Aided,1 - 7,"LP, UP",Kunnamangalam,,,,
939,47230,AUPS Koozhakode ,Aided,1 - 7,"LP, UP",Kunnamangalam,,,,
940,47231,AUPS Kunnamangalam ,Aided,1 - 7,"LP, UP",Kunnamangalam,,,,
941,47232,AUPS Kunnamangalam East ,Aided,1 - 7,"LP, UP",Kunnamangalam,,,,
942,47233,AUPS Kuruvattur ,Aided,1 - 7,"LP, UP",Kunnamangalam,,,,
943,47234,AMUPS Makkoottam ,Aided,1 - 7,"LP, UP",Kunnamangalam,,,,
944,47235,AUPS Malayamma ,Aided,1 - 7,"LP, UP",Kunnamangalam,,,,
945,47236,MAMUPS Parambilkadave ,Aided,1 - 7,"LP, UP",Kunnamangalam,,,,
946,47237,AUPS Pazhur ,Aided,1 - 7,"LP, UP",Kunnamangalam,,,,
947,47238,AUPS Pilassery ,Aided,1 - 7,"LP, UP",Kunnamangalam,,,,
948,47239,AUPS Chathamangalam ,Aided,5 -7,UP,Kunnamangalam,,,,
949,99935,Sampoorna Test SchoolThamarassery ,Aided,1 -10,"LP, UP, HS",Kunnamangalam,,,,
950,47241,St. Aloysious E.M.L.P. School ,Unaided Recognised,1 - 4,LP,Kunnamangalam,,,,
951,47242,AL NAJATH LP SCHOOL EMKALANTHODE ,Unaided Recognised,1 - 4,LP,Kunnamangalam,,,,
952,47243,AL JAUHAR PUBLIC SCHOOL EMPATHIMANGALAM ,Unaided Recognised,1 - 4,LP,Kunnamangalam,,,,
953,47244,Sri Aravinda Vidya Nikethan ,Unaided Recognised,1 - 4,LP,Kunnamangalam,,,,
954,47250,"Auxilium Nava Jyoti School,Kunnamangalam ",Unaided Recognised,11 - 12,HSS,Kunnamangalam,,,,
955,47042,GHSS Neeleswaram ,Government,1 - 12,"LP, UP, HS, HSS",Mukkam,,,,
956,47116,G H S Cheruvadi ,Government,1 - 12,"LP, UP, HS, HSS",Mukkam,,,,
957,47301,GLPS Poolappoyil ,Government,1 - 4,LP,Mukkam,,,,
958,47302,GLPS Thazhakode ,Government,1 - 4,LP,Mukkam,,,,
959,47308,GLPS Chullikkaparamba ,Government,1 - 4,LP,Mukkam,,,,
960,47309,GLPS Kazhuthuttipuraya ,Government,1 - 4,LP,Mukkam,,,,
961,47310,GLPS Pannicode ,Government,1 - 4,LP,Mukkam,,,,
962,47311,GLPS Karakkutty ,Government,1 - 4,LP,Mukkam,,,,
963,47312,GLPS Manjakkadavu ,Government,1 - 4,LP,Mukkam,,,,
964,47313,G L P S Poovaranthode ,Government,1 - 4,LP,Mukkam,,,,
965,47314,GTLPS Koombara ,Government,1 - 4,LP,Mukkam,,,,
966,47315,GLPS Kakkadampoyil ,Government,1 - 4,LP,Mukkam,,,,
967,47318,GLPS Anayamkunnu ,Government,1 - 4,LP,Mukkam,,,,
968,47319,GLPS Kumaranallur ,Government,1 - 4,LP,Mukkam,,,,
969,47320,GLPS Kakkad ,Government,1 - 4,LP,Mukkam,,,,
970,47323,GLPS Anakkampoyil ,Government,1 - 4,LP,Mukkam,,,,
971,47324,GLPS Thondimmal ,Government,1 - 4,LP,Mukkam,,,,
972,47329,GMLPS Chathavennacode ,Government,1 - 4,LP,Mukkam,,,,
973,47336,GMUPS Kodiyathur ,Government,1 - 7,"LP, UP",Mukkam,,,,
974,47337,GUPS Thottumukkam ,Government,1 - 7,"LP, UP",Mukkam,,,,
975,47339,GMUPS Chennamangallur ,Government,1 - 7,"LP, UP",Mukkam,,,,
976,47340,GUPS Manassery ,Government,1 - 7,"LP, UP",Mukkam,,,,
977,47341,G U P S Muthery ,Government,1 - 7,"LP, UP",Mukkam,,,,
978,47039,Holy Family H S S Venappara ,Aided,8 - 12,"HS, HSS",Mukkam,,,,
979,47040,Sacred Heart HSS Thiruvambady ,Aided,5 - 12,"UP, HS, HSS",Mukkam,,,,
980,47041,St. Sebastian`s HS Punnakkal ,Aided,8 - 10,HS,Mukkam,,,,
981,47043,St. Thomas HS Thottumukkam ,Aided,8 - 12,"HS, HSS",Mukkam,,,,
982,47044,Marygiri HS Maramchatty ,Aided,8 - 10,HS,Mukkam,,,,
983,47045,Fathimabi Memorial HS Koombara ,Aided,5 - 12,"UP, HS, HSS",Mukkam,,,,
984,47046,St. Mary`s HS Kakkadampoil ,Aided,5 - 10,"UP, HS",Mukkam,,,,
985,47047,St. Sebastians H S SKoodaranhi ,Aided,5 - 12,"UP, HS, HSS",Mukkam,,,,
986,47066,Mokkam HS Mokkam ,Aided,5 - 12,"UP, HS, HSS",Mukkam,,,,
987,47067,VMHMHS Anayamkunnu ,Aided,5 - 12,"UP, HS, HSS",Mukkam,,,,
988,47068,Chennamangallur HSS ,Aided,8 - 12,"HS, HSS",Mukkam,,,,
989,47085,St. Joseph`s HS Pulloorampara ,Aided,8 - 12,"HS, HSS",Mukkam,,,,
990,47087,MKH MMO VHSS For Girls Mukkam ,Aided,5 - 12,"UP, HS, HSS",Mukkam,,,,
991,47089,MKH MMO HSS Manassery ,Aided,5 - 12,"UP, HS, HSS",Mukkam,,,,
992,47098,P T M H S Kodiyathur ,Aided,8 - 12,"HS, HSS",Mukkam,,,,
993,47303,ALPS Katchery ,Aided,1 - 4,LP,Mukkam,,,,
994,47304,MMOLPS Mukkam ,Aided,1 - 4,LP,Mukkam,,,,
995,47305,MMOLPS Nellikkunnu ,Aided,1 - 4,LP,Mukkam,,,,
996,47306,St. Thomas LPS Neeleswaram ,Aided,1 - 4,LP,Mukkam,,,,
997,47316,DUALPS Thazhe Koodaranhi ,Aided,1 - 4,LP,Mukkam,,,,
998,47317,LFLPS Pushpagiri ,Aided,1 - 4,LP,Mukkam,,,,
999,47321,FMLPS Thekkumkutty ,Aided,1 - 4,LP,Mukkam,,,,
1000,47322,CHMLPS Nellikkaparambu ,Aided,1 - 4,LP,Mukkam,,,,
1001,47325,St. Sebastian`s LPSMuthappanpuzha ,Aided,1 - 4,LP,Mukkam,,,,
1002,47326,St. Sebastian`s LPS Koodaranhi ,Aided,1 - 4,LP,Mukkam,,,,
1003,47327,SNM ALPS Ponnamkayam ,Aided,1 - 4,LP,Mukkam,,,,
1004,47328,MAM ALPS Vilakkamthode ,Aided,1 - 4,LP,Mukkam,,,,
1005,47331,ALPS Muthalath ,Aided,1 - 5,"LP, UP",Mukkam,,,,
1006,47332,Sacred Heart U P SThiruvambady ,Aided,1 - 7,"LP, UP",Mukkam,,,,
1007,47333,HNCKM AUPS Karassery ,Aided,1 - 7,"LP, UP",Mukkam,,,,
1008,47334,St. Joseph`s UPS Pulloorampara ,Aided,1 - 7,"LP, UP",Mukkam,,,,
1009,47338,SKAUPS Kodiyathur ,Aided,1 - 7,"LP, UP",Mukkam,,,,
1010,47342,LFUPS Venappara ,Aided,1 - 7,"LP, UP",Mukkam,,,,
1011,47343,St. Mary`s UPS Anakkampoyil ,Aided,5 -7,UP,Mukkam,,,,
1012,47344,MAM UPS Vilakkamthode ,Aided,5 -7,UP,Mukkam,,,,
1013,47345,Azad Memorial UPS Kumaranallur ,Aided,5 -7,UP,Mukkam,,,,
1014,47346,LFUPS Pushpagiri ,Aided,5 -7,UP,Mukkam,,,,
1015,47347,AUPS Pannicode ,Aided,5 -7,UP,Mukkam,,,,
1016,47348,AUPS Thazhakode ,Aided,5 -7,UP,Mukkam,,,,
1017,47349,St. Thomas UPS Kallurutty ,Aided,5 -7,UP,Mukkam,,,,
1018,47353,Sanjoe Prathiksha BhavanSpecial School for mentallyChallenged ,Aided,1 -10,"LP, UP, HS",Mukkam,,,,
1019,42703,"SCHOOL OF QURAN AND SCIENCE,Mukkam ",Unaided Recognised,5 -7,UP,Mukkam,,,,
1020,42704,"Hill Top Public SchoolPazhamparamba, Cheruvadi,Mavoor  ",Unaided Recognised,1 -10,"LP, UP, HS",Mukkam,,,,
1021,47101,Infant Jesus EMHS Thiruvampady ,Unaided Recognised,1 -10,"LP, UP, HS",Mukkam,,,,
1022,47115,AL IRSHAD HIGH SCHOOL ,Unaided Recognised,5 - 10,"UP, HS",Mukkam,,,,
1023,47307,Al Irshad Primary SchoolKallurutty ,Unaided Recognised,1 - 4,LP,Mukkam,,,,
1024,47330,Salafi Primary SchoolKodiyathur ,Unaided Recognised,1 - 4,LP,Mukkam,,,,
1025,47352,Pratheeksha Special School ,Unaided Recognised,1 - 12,"LP, UP, HS, HSS",Mukkam,,,,
1026,47354,"Santhom E M School,Thottumukkom ",Unaided Recognised,1 - 7,"LP, UP",Mukkam,,,,
1027,47355,"Good Hope E.M. School, Mukkam ",Unaided Recognised,1 - 4,LP,Mukkam,,,,
1028,47356,"St.Mary's EMS, Maranchatty ",Unaided Recognised,1 - 4,LP,Mukkam,,,,
1029,47357,"Vivekananda, Muthalam ",Unaided Recognised,1 - 7,"LP, UP",Mukkam,,,,
1030,47358,"Infant Jesus English MediumSchool,Kakkadampoyil ",Unaided Recognised,1 - 4,LP,Mukkam,,,,
1031,47072,GVHSS THAMARASSERY ,Government,5 - 12,"UP, HS, HSS",Thamarassery,,,,
1032,47088,GOVT. H S S PUDUPPADI ,Government,8 - 12,"HS, HSS",Thamarassery,,,,
1033,47119,G M H S Raroth ,Government,1 -10,"LP, UP, HS",Thamarassery,,,,
1034,47407,GLPS KORANGAD ,Government,1 - 4,LP,Thamarassery,,,,
1035,47408,GLPS CHEMBRA ,Government,1 - 4,LP,Thamarassery,,,,
1036,47409,GLPS VETTIOZHINJATHOTTAM ,Government,1 - 4,LP,Thamarassery,,,,
1037,47427,GLPS MURAMPATHY ,Government,1 - 4,LP,Thamarassery,,,,
1038,47443,GMLPS MALAPURAM ,Government,1 - 4,LP,Thamarassery,,,,
1039,47458,GLPS CHAMAL ,Government,1 - 5,"LP, UP",Thamarassery,,,,
1040,47465,GMUPS KAITHAPOYIL ,Government,1 - 7,"LP, UP",Thamarassery,,,,
1041,47473,GUPS THAMARASSERY ,Government,1 - 7,"LP, UP",Thamarassery,,,,
1042,47474,GMUPS PALLIPPURAM ,Government,1 - 7,"LP, UP",Thamarassery,,,,
1043,47481,GUPS CHEMBUKADAVU ,Government,1 - 7,"LP, UP",Thamarassery,,,,
1044,47486,MGLC Nakilambadu ,Government,1 - 4,LP,Thamarassery,,,,
1045,47487,Mglc Kurumarukandy ,Government,1 - 4,LP,Thamarassery,,,,
1046,47495,MGLC KARUMBILODE ,Government,1 - 4,LP,Thamarassery,,,,
1047,47496,MGLC Parassery ,Government,1 - 4,LP,Thamarassery,,,,
1048,47497,MGLC Amarad ,Government,1 - 4,LP,Thamarassery,,,,
1049,47499,MGLC Manavayal ,Government,1 - 4,LP,Thamarassery,,,,
