Sl. No.,School code,School name,School type,Level Name,Category,Sub District,Name Of HM,Number Of HM,Name Of SITC/PSITC,Number Of SITC/PSITC
1050,17222,IHYA ULOOM M L P SCHOOLKannottippara  ,Aided,1 - 4,LP,Thamarassery,,,,
1051,47026,St.George's H.S.S Velamcode ,Aided,1 - 12,"LP, UP, HS, HSS",Thamarassery,,,,
1052,47071,HOLY FAMILY H S S KATTIPPARA ,Aided,8 - 12,"HS, HSS",Thamarassery,,,,
1053,47084,ST. ANTONY`S HS KANNOTH ,Aided,8 - 10,HS,Thamarassery,,,,
1054,47090,MGMHS EANGAPUZHA ,Aided,1 - 12,"LP, UP, HS, HSS",Thamarassery,,,,
1055,47106,ST. JOSEPH HSS KODENCHERY ,Aided,5 - 12,"UP, HS, HSS",Thamarassery,,,,
1056,47108,ST. JOHN`S HS NELLIPOIL ,Aided,8 - 10,HS,Thamarassery,,,,
1057,47401,ALPS AMBAYATHODE ,Aided,1 - 4,LP,Thamarassery,,,,
1058,47402,MMALPS KEDAVOOR ,Aided,1 - 4,LP,Thamarassery,,,,
1059,47403,NAZARATH LPS MOOTHOTTIKKAL ,Aided,1 - 4,LP,Thamarassery,,,,
1060,47404,AMLPS POONOOR ,Aided,1 - 4,LP,Thamarassery,,,,
1061,47405,ALPS VEZHUPUR ,Aided,1 - 4,LP,Thamarassery,,,,
1062,47406,ALPS PALLIPPURAM ,Aided,1 - 4,LP,Thamarassery,,,,
1063,47410,AMLPS EARPONA ,Aided,1 - 4,LP,Thamarassery,,,,
1064,47412,ST.GEORGE LPS THEYYAPPARA ,Aided,1 - 4,LP,Thamarassery,,,,
1065,47413,AMLPS NOORAMTHODE ,Aided,1 - 4,LP,Thamarassery,,,,
1066,47414,ST.THOMAS LPS NELLIPOYIL ,Aided,1 - 4,LP,Thamarassery,,,,
1067,47415,ST.JOSEPH LPS KOODATHAI ,Aided,1 - 4,LP,Thamarassery,,,,
1068,47416,ST.JOSEPH LPS KODENCHERY ,Aided,1 - 4,LP,Thamarassery,,,,
1069,47441,ALPS ADIVARAM ,Aided,1 - 4,LP,Thamarassery,,,,
1070,47442,AKTM ALPS MANALVAYAL ,Aided,1 - 4,LP,Thamarassery,,,,
1071,47469,AMUPS ANDONA ,Aided,1 - 7,"LP, UP",Thamarassery,,,,
1072,47470,SSMUPS V.O THOTTAM ,Aided,5 -7,UP,Thamarassery,,,,
1073,47471,NIRMALA U P S CHAMAL ,Aided,5 -7,UP,Thamarassery,,,,
1074,47472,NAZRATH UPS KATTIPPARA ,Aided,5 -7,UP,Thamarassery,,,,
1075,47479,VIMALA UPS MANJUVAYAL ,Aided,5 -7,UP,Thamarassery,,,,
1076,47480,ST.THOMAS UPS THEYYAPPARA ,Aided,5 -7,UP,Thamarassery,,,,
1077,47482,ST. JOSEPH UPS MYLELALLAMPARA ,Aided,5 -7,UP,Thamarassery,,,,
1078,47485,ST.ANTONYS UPS KANNOTH ,Aided,1 - 7,"LP, UP",Thamarassery,,,,
1079,47003,"Chavara English Medium SchoolThamarassery, Kozhikode ",Unaided Recognised,1 - 5,"LP, UP",Thamarassery,,,,
1080,47004,ALPHONSA NURSERY And L PSCHOOL ,Unaided Recognised,1 - 4,LP,Thamarassery,,,,
1081,47104,N I R H S PARAPPANPOYIL ,Unaided Recognised,5 - 10,"UP, HS",Thamarassery,,,,
1082,47400,Pipo Buono English MediumSchool  ,Unaided Recognised,1 - 7,"LP, UP",Thamarassery,,,,
1083,47906,MAR BASELIOS ENGLISH MEDIUMSCHOOL ENGAPUZHA ,Unaided Recognised,1 -10,"LP, UP, HS",Thamarassery,,,,
1084,47021,G H S S NADUVANNUR ,Government,1 - 12,"LP, UP, HS, HSS",Perambra,,,,
1085,47027,N N Kakkad Smaraka G H S SAVIDANALLUR ,Government,1 - 12,"LP, UP, HS, HSS",Perambra,,,,
1086,47117,G.H.S Perambra Plantation ,Government,1 -10,"LP, UP, HS",Perambra,,,,
1087,47118,G.H.S Vengappatta ,Government,1 -10,"LP, UP, HS",Perambra,,,,
1088,47605,GWLPS PERAMBRA ,Government,1 - 4,LP,Perambra,,,,
1089,47610,NADUVANNUR GMLPS ,Government,1 - 4,LP,Perambra,,,,
1090,47613,COLLECTIVE FARM GLPS MUTHUKAD ,Government,1 - 4,LP,Perambra,,,,
1091,47614,PILLAPERUVANNA GLPS ,Government,1 - 4,LP,Perambra,,,,
1092,47616,RAMALLUR GLPS ,Government,1 - 4,LP,Perambra,,,,
1093,47617,CHERUVALOOR GLPS ,Government,1 - 4,LP,Perambra,,,,
1094,47618,PUTTAD GLPS ,Government,1 - 4,LP,Perambra,,,,
1095,47625,KALLODE GLPS ,Government,1 - 4,LP,Perambra,,,,
1096,47626,PAITHOTH GLPS ,Government,1 - 4,LP,Perambra,,,,
1097,47628,MUTHUVANNACHA GLPS ,Government,1 - 4,LP,Perambra,,,,
1098,47629,GLPS KOONIYODE ,Government,1 - 4,LP,Perambra,,,,
1099,47630,NEEROTH GLPS ,Government,1 - 4,LP,Perambra,,,,
1100,47631,PERAVACHERY GLPS ,Government,1 - 4,LP,Perambra,,,,
1101,47632,VAKAYAD GLPS ,Government,1 - 4,LP,Perambra,,,,
1102,47640,"KHEP GLPS, KAKKAYAM ",Government,1 - 4,LP,Perambra,,,,
1103,47643,KAVUMTHARA GWLPS ,Government,1 - 4,LP,Perambra,,,,
1104,47650,KARUVANNUR GUPS ,Government,1 - 7,"LP, UP",Perambra,,,,
1105,47651,GUPS THRIKUTTISSERY ,Government,1 - 7,"LP, UP",Perambra,,,,
1106,47657,KAYANNA GUPS ,Government,1 - 7,"LP, UP",Perambra,,,,
1107,47661,Govt U.P.S VENGAPATTA ,Government,1 - 7,"LP, UP",Perambra,,,,
1108,47663,VALOOR GUPS ,Government,1 - 7,"LP, UP",Perambra,,,,
1109,47666,GUPS PERAMBRA PLANTATION ,Government,1 - 7,"LP, UP",Perambra,,,,
1110,47670,GUPS SCHOOL PERAMBRA ,Government,1 - 7,"LP, UP",Perambra,,,,
1111,47017,ST MARY`S HS KALLANODE ,Aided,5 - 12,"UP, HS, HSS",Perambra,,,,
1112,47018,ST. GEORGE'S HSS KULATHUVAYAL ,Aided,5 - 12,"UP, HS, HSS",Perambra,,,,
1113,47020,"NADUVANNUR H SS,VAKAYAD,KOZHIKKODE ",Aided,8 - 12,"HS, HSS",Perambra,,,,
1114,47030,KOOTHALI VHSS ,Aided,8 - 12,"HS, HSS",Perambra,,,,
1115,47031,PERAMBRA HSS ,Aided,5 - 12,"UP, HS, HSS",Perambra,,,,
1116,47037,ST THOMAS H S KOORACHUNDU ,Aided,8 - 12,"HS, HSS",Perambra,,,,
1117,47075,ST. JOSEPH'S HS CHEMPANODA ,Aided,8 - 10,HS,Perambra,,,,
1118,47110,NOCHAD H S S ,Aided,8 - 12,"HS, HSS",Perambra,,,,
1119,47601,ERAVATTOOR AMLPS ,Aided,1 - 4,LP,Perambra,,,,
1120,47602,GNANODAYAM ALPS ,Aided,1 - 4,LP,Perambra,,,,
1121,47603,EDAVARAD AMLPS ,Aided,1 - 4,LP,Perambra,,,,
1122,47604,KALLODE ALPS ,Aided,1 - 4,LP,Perambra,,,,
1123,47606,KIZHINHANIAM ALPS ,Aided,1 - 4,LP,Perambra,,,,
1124,47607,MARUTHERI AMLPS ,Aided,1 - 4,LP,Perambra,,,,
1125,47608,NIM LPS PERAMBRA ,Aided,1 - 4,LP,Perambra,,,,
1126,47611,ST.GEORGE'S LPS KULATHUVAYAL ,Aided,1 - 4,LP,Perambra,,,,
1127,47612,PUSHPA LPS NARINADA ,Aided,1 - 4,LP,Perambra,,,,
1128,47615,KALPATHUR ALPS ,Aided,1 - 4,LP,Perambra,,,,
1129,47619,KANNAMBATH ALPS ,Aided,1 - 4,LP,Perambra,,,,
1130,47620,ALPS CHENOLI ,Aided,1 - 4,LP,Perambra,,,,
1131,47621,AMLPS NOCHAD ,Aided,1 - 4,LP,Perambra,,,,
1132,47622,ALPS NOCHAD ,Aided,1 - 4,LP,Perambra,,,,
1133,47623,PERAMBRA EAST AMLPS ,Aided,1 - 4,LP,Perambra,,,,
1134,47624,KALLOOR KOOTHALI AMLPS ,Aided,1 - 4,LP,Perambra,,,,
1135,47627,KV ALPS CHERUKKAD ,Aided,1 - 4,LP,Perambra,,,,
1136,47633,KAVIL AMLPS  ,Aided,1 - 4,LP,Perambra,,,,
1137,47634,AVITANALLUR ALPS ,Aided,1 - 4,LP,Perambra,,,,
1138,47635,PALOLI AMLPS ,Aided,1 - 4,LP,Perambra,,,,
1139,47636,POONATH MCLPS ,Aided,1 - 4,LP,Perambra,,,,
1140,47637,THIRUVODE ALPS ,Aided,1 - 4,LP,Perambra,,,,
1141,47638,AMLPS CHENOLI ,Aided,1 - 4,LP,Perambra,,,,
1142,47639,ST MARY'S LPS KALLANODE ,Aided,1 - 4,LP,Perambra,,,,
1143,47641,ELANKAMAL AMLPS ,Aided,1 - 4,LP,Perambra,,,,
1144,47642,MANNANKAV ALPS ,Aided,1 - 4,LP,Perambra,,,,
1145,47644,MOOLAD AMLPS ,Aided,1 - 4,LP,Perambra,,,,
1146,47645,MOOLAD HINDU ALPS ,Aided,1 - 5,"LP, UP",Perambra,,,,
1147,47646,ST.ANTONY'S LPS CHAKKITTAPARA ,Aided,1 - 5,"LP, UP",Perambra,,,,
1148,47647,AUPS KAVUMTHARA ,Aided,1 - 7,"LP, UP",Perambra,,,,
1149,47648,ST THOMAS UPS KOORACHUNDU ,Aided,1 - 7,"LP, UP",Perambra,,,,
1150,47649,NADUVANNUR SOUTH AMUPS ,Aided,1 - 7,"LP, UP",Perambra,,,,
1151,47652,NIRMALA UPS KATTULLAMALA ,Aided,1 - 7,"LP, UP",Perambra,,,,
1152,47653,KOTTUR AUPS ,Aided,1 - 7,"LP, UP",Perambra,,,,
1153,47654,NARAYAMKULAM AUPS ,Aided,1 - 7,"LP, UP",Perambra,,,,
1154,47655,VAKAYAD AUPS ,Aided,1 - 7,"LP, UP",Perambra,,,,
1155,47656,POONATH NELLISSERY AUPS ,Aided,1 - 7,"LP, UP",Perambra,,,,
1156,47658,MATTANODE AUPS ,Aided,1 - 7,"LP, UP",Perambra,,,,
1157,47659,PERAMBRA WEST AUPS ,Aided,1 - 7,"LP, UP",Perambra,,,,
1158,47660,KOOTHALI AUPS ,Aided,1 - 7,"LP, UP",Perambra,,,,
1159,47662,AUPS VELLIYOOR ,Aided,1 - 7,"LP, UP",Perambra,,,,
1160,47664,VALIACODE AUPS ,Aided,1 - 7,"LP, UP",Perambra,,,,
1161,47665,KALPATHUR AUPS ,Aided,1 - 7,"LP, UP",Perambra,,,,
1162,47667,ST. JOSEPH'S AUPS CHEMPANODA ,Aided,1 - 7,"LP, UP",Perambra,,,,
1163,47668,FATHIMA AUPS PERUVANNAMUZHI ,Aided,1 - 7,"LP, UP",Perambra,,,,
1164,47669,ICUPS POOZHITHODE ,Aided,1 - 7,"LP, UP",Perambra,,,,
1165,47671,NARAYANAVILASAM AUPS ERAVATTUR ,Aided,1 - 7,"LP, UP",Perambra,,,,
1166,47672,BRINDAVANAM AUPS MENHANNIAM ,Aided,1 - 7,"LP, UP",Perambra,,,,
1167,47673,AUPS PERAMBRA ,Aided,1 - 7,"LP, UP",Perambra,,,,
1168,47120,St. FRANCIS English MediumHigh School Perambra ,Unaided Recognised,1 -10,"LP, UP, HS",Perambra,,,,
1169,47124,BUDS SCHOOL PERAMBRA ,Unaided Recognised,5 - 10,"UP, HS",Perambra,,,,
1170,47064,GHSS KODUVALLY ,Government,5 - 12,"UP, HS, HSS",Koduvally,,,,
1171,47094,GOVT. H S S NARIKUNNI ,Government,8 - 12,"HS, HSS",Koduvally,,,,
1172,47096,GHSS PANNUR ,Government,1 - 12,"LP, UP, HS, HSS",Koduvally,,,,
1173,47103,G H S S KARUVANPOYIL ,Government,8 - 12,"HS, HSS",Koduvally,,,,
1174,47411,GMLPS KEDAYATHUR ,Government,1 - 4,LP,Koduvally,,,,
1175,47422,GLPS NEDIYANAD ,Government,1 - 4,LP,Koduvally,,,,
1176,47423,GLPS PANNIKOOTTUR ,Government,1 - 4,LP,Koduvally,,,,
1177,47424,GMLPS NEDIYANAD ,Government,1 - 4,LP,Koduvally,,,,
1178,47425,GMLPS PARANNUR ,Government,1 - 4,LP,Koduvally,,,,
1179,47426,GLPS NEDIYANAD WEST ,Government,1 - 4,LP,Koduvally,,,,
1180,47437,GMLPS KALARANTHIRI ,Government,1 - 4,LP,Koduvally,,,,
1181,47438,GMLPS VAVAD ,Government,1 - 4,LP,Koduvally,,,,
1182,47439,GMLPS THALAPERUMANNA ,Government,1 - 4,LP,Koduvally,,,,
1183,47440,GMLPS KODUVALLY ,Government,1 - 4,LP,Koduvally,,,,
1184,47450,GLPS PAYAMBALASSERY. ,Government,1 - 4,LP,Koduvally,,,,
1185,47453,GLPS KOODATHAI ,Government,1 - 4,LP,Koduvally,,,,
1186,47454,GMLP AND UP SCHOOL VELIMANNA ,Government,1 - 7,"LP, UP",Koduvally,,,,
1187,47461,GMUPS ELETTIL ,Government,1 - 7,"LP, UP",Koduvally,,,,
1188,47463,GMUPS KARUVAMPOIL ,Government,1 - 7,"LP, UP",Koduvally,,,,
1189,47464,GMUPS VENNAKKAD ,Government,1 - 7,"LP, UP",Koduvally,,,,
1190,47483,GMUPS ARAMBRAM ,Government,1 - 7,"LP, UP",Koduvally,,,,
1191,47484,GUPS PUTHUR ,Government,1 - 7,"LP, UP",Koduvally,,,,
1192,47488,MGLC WEST VENNAKKODE ,Government,1 - 4,LP,Koduvally,,,,
1193,47070,"St. Mary's Higher SecondarySchool, Koodathai ",Aided,1 - 12,"LP, UP, HS, HSS",Koduvally,,,,
1194,47095,CHAKKALAKKAL HS MADAVOOR ,Aided,8 - 12,"HS, HSS",Koduvally,,,,
1195,47099,M J H S S ELETTIL ,Aided,8 - 12,"HS, HSS",Koduvally,,,,
1196,47417,AMLPS NEDIYANAD SOUTH ,Aided,1 - 4,LP,Koduvally,,,,
1197,47418,ALPS KUNDAYI ,Aided,1 - 4,LP,Koduvally,,,,
1198,47419,AMLPS PALANGAD ,Aided,1 - 4,LP,Koduvally,,,,
1199,47420,AMLPS PARANNUR WEST ,Aided,1 - 4,LP,Koduvally,,,,
1200,47421,JANAKEEYA ALPS KOTOLY ,Aided,1 - 4,LP,Koduvally,,,,
1201,47428,AMLPS ELETTIL EAST ,Aided,1 - 4,LP,Koduvally,,,,
1202,47429,AMLPS ELETTIL NORTH ,Aided,1 - 4,LP,Koduvally,,,,
1203,47430,A.M.M.A.L.P SCHOOL KIZHAKKOTH ,Aided,1 - 4,LP,Koduvally,,,,
1204,47431,AMLPS KIZHAKKOTH NEW ,Aided,1 - 5,"LP, UP",Koduvally,,,,
1205,47432,Vadi Husna A.L.P.SOzhalakkunnu ,Aided,1 - 4,LP,Koduvally,,,,
1206,47433,AMLPS PANNUR EAST ,Aided,1 - 4,LP,Koduvally,,,,
1207,47434,AMLPS PANNUR WEST ,Aided,1 - 4,LP,Koduvally,,,,
1208,47435,AMLPS PALAKKUTTY ,Aided,1 - 4,LP,Koduvally,,,,
1209,47436,AMLPS PARAMBATHKAVU ,Aided,1 - 4,LP,Koduvally,,,,
1210,47444,AMLPS PAYAMBALASSERY ,Aided,1 - 4,LP,Koduvally,,,,
1211,47445,A L P S PULLALOOR NORTH ,Aided,1 - 4,LP,Koduvally,,,,
1212,47446,AMLPS ERAVANNUR ,Aided,1 - 4,LP,Koduvally,,,,
1213,47447,AKM ALPS KOTTAKKAVAYAL ,Aided,1 - 4,LP,Koduvally,,,,
1214,47448,ALPS MUTTANCHERY ,Aided,1 - 4,LP,Koduvally,,,,
1215,47449,AMLPS MADAVOOR NORTH ,Aided,1 - 4,LP,Koduvally,,,,
1216,47451,AZAD MEMORIAL LPS KOODATHAI ,Aided,1 - 4,LP,Koduvally,,,,
1217,47452,VP ALPS OMASSERY ,Aided,1 - 4,LP,Koduvally,,,,
1218,47455,ALPS PULLALOOR ,Aided,1 - 4,LP,Koduvally,,,,
1219,47459,M M A U P S AVILORA ,Aided,1 - 7,"LP, UP",Koduvally,,,,
1220,47460,AMUPS VALIYAPARAMBA ,Aided,1 - 7,"LP, UP",Koduvally,,,,
1221,47462,AUPS MANIPURAM ,Aided,1 - 7,"LP, UP",Koduvally,,,,
1222,47466,AUPS MADAVOOR ,Aided,1 - 7,"LP, UP",Koduvally,,,,
1223,47467,AUPS ERAVANNUR ,Aided,1 - 7,"LP, UP",Koduvally,,,,
1224,47468,HAZANIYA AUPS MUTTANCHERY ,Aided,1 - 7,"LP, UP",Koduvally,,,,
1225,47476,AUPS PUNNASSERY ,Aided,1 - 7,"LP, UP",Koduvally,,,,
1226,47477,AUPS NARIKKUNI ,Aided,1 - 7,"LP, UP",Koduvally,,,,
1227,47478,AUPS NEDIYANAD ,Aided,5 -7,UP,Koduvally,,,,
1228,47065,KMO H S S KODUVALLY ,Unaided Recognised,1 - 12,"LP, UP, HS, HSS",Koduvally,,,,
1229,47105,CM CENTRE HS MADAVOOR ,Unaided Recognised,8 - 10,HS,Koduvally,,,,
1230,47113,Vadihuda HS Omassery ,Unaided Recognised,5 - 10,"UP, HS",Koduvally,,,,
1231,47123,"ANSAR English Medium School,Karuvanpoyil ",Unaided Recognised,1 -10,"LP, UP, HS",Koduvally,,,,
1232,47456,SIRAJUL HUDA LPS KODUVALLY ,Unaided Recognised,1 - 4,LP,Koduvally,,,,
1233,47457,SHAMSUL HUDA LPSKAREETIPARAMBA ,Unaided Recognised,1 - 4,LP,Koduvally,,,,
1234,47023,GHSS SIVAPURAM ,Government,1 - 12,"LP, UP, HS, HSS",Balussery,,,,
1235,47028,G G H S S BALUSSERY ,Government,5 - 12,"UP, HS, HSS",Balussery,,,,
1236,47029,GHSS POONOOR ,Government,8 - 12,"HS, HSS",Balussery,,,,
1237,47050,GHSS KOKKALLUR ,Government,1 - 12,"LP, UP, HS, HSS",Balussery,,,,
1238,47058,Swami Guruvarananda MemorialGovt. HSS Kolathur ,Government,8 - 12,"HS, HSS",Balussery,,,,
1239,47107,G V H S S BALUSSERY ,Government,5 - 12,"UP, HS, HSS",Balussery,,,,
1240,47501,GLPS BALUSSERY ,Government,1 - 4,LP,Balussery,,,,
1241,47502,GLPS MANNAMPOYIL ,Government,1 - 4,LP,Balussery,,,,
1242,47503,GLPS PANAYI ,Government,1 - 4,LP,Balussery,,,,
1243,47509,GLPS ERAMANGALAM ,Government,1 - 4,LP,Balussery,,,,
1244,47525,GLPS KINALUR EAST ,Government,1 - 4,LP,Balussery,,,,
1245,47526,GLPS KANTHAPURAM ,Government,1 - 4,LP,Balussery,,,,
1246,47527,GMLPS KANTHAPURAM ,Government,1 - 4,LP,Balussery,,,,
1247,47528,GLPS MADATHUMPOYIL ,Government,1 - 4,LP,Balussery,,,,
1248,47529,GLPS PALLIYOTH ,Government,1 - 4,LP,Balussery,,,,
1249,47530,GLPS POONOOR ,Government,1 - 4,LP,Balussery,,,,
1250,47531,GMLPS POONOOR ,Government,1 - 4,LP,Balussery,,,,
1251,47532,GMLPS UNNIKULAM ,Government,1 - 4,LP,Balussery,,,,
1252,47536,GLPS MUNDOTH ,Government,1 - 4,LP,Balussery,,,,
1253,47537,GLPS ORAVIL ,Government,1 - 4,LP,Balussery,,,,
1254,47538,GLPS ULLIYERI ,Government,1 - 4,LP,Balussery,,,,
1255,47552,GUPS UNNIKULAM ,Government,1 - 7,"LP, UP",Balussery,,,,
1256,47553,GUPS KINALUR ,Government,1 - 7,"LP, UP",Balussery,,,,
1257,47571,GMUPS POONOOR ,Government,5 -7,UP,Balussery,,,,
1258,47022,NANMINDA HSS NANMINDA ,Aided,5 - 12,"UP, HS, HSS",Balussery,,,,
1259,47024,KUTTAMBOOR H S ,Aided,8 - 12,"HS, HSS",Balussery,,,,
1260,47025,PAVANDOOR H S S ,Aided,8 - 12,"HS, HSS",Balussery,,,,
1261,47049,PALORA HSS ULLIYERI ,Aided,8 - 12,"HS, HSS",Balussery,,,,
1262,47111,AMHS POOVAMBAYI ,Aided,1 - 12,"LP, UP, HS, HSS",Balussery,,,,
1263,47504,KCALPS ERAMANGALAM ,Aided,1 - 4,LP,Balussery,,,,
1264,47505,ALPS KANHIKAVE ,Aided,1 - 4,LP,Balussery,,,,
1265,47506,ALPS KOONANCHERY ,Aided,1 - 4,LP,Balussery,,,,
1266,47507,AMLPS PUTHURVATTAM ,Aided,1 - 4,LP,Balussery,,,,
1267,47508,ALPS THURUTHIAD ,Aided,1 - 4,LP,Balussery,,,,
1268,47510,ALPS INTHAD ,Aided,1 - 4,LP,Balussery,,,,
1269,47511,ALPS KAKKUR ,Aided,1 - 4,LP,Balussery,,,,
1270,47512,AMLPS NADUVALLUR ,Aided,1 - 4,LP,Balussery,,,,
1271,47513,IPC AMLPS P.C.PALAM ,Aided,1 - 4,LP,Balussery,,,,
1272,47514,AMLPS PUNNASSERY SOUTH ,Aided,1 - 4,LP,Balussery,,,,
1273,47515,ALPS BALABODHINI ,Aided,1 - 4,LP,Balussery,,,,
1274,47516,AMLPS CHEEKKILODE ,Aided,1 - 4,LP,Balussery,,,,
1275,47517,ALPS GNANAPRADAYANI ,Aided,1 - 4,LP,Balussery,,,,
1276,47518,AMLPS NANMINDA ,Aided,1 - 4,LP,Balussery,,,,
1277,47519,ALPS NANMINDA NATIONAL ,Aided,1 - 4,LP,Balussery,,,,
1278,47520,PCALPS NANMINDA ,Aided,1 - 4,LP,Balussery,,,,
1279,47521,ALPS LOHIA MEMORIAL NIRMALLUR ,Aided,1 - 4,LP,Balussery,,,,
1280,47522,AMLPS PANANGAD WEST ,Aided,1 - 4,LP,Balussery,,,,
1281,47523,ALPS THALAYAD ,Aided,1 - 4,LP,Balussery,,,,
1282,47524,ALPS VAYALADA ,Aided,1 - 4,LP,Balussery,,,,
1283,47533,AMLPS KANTHAPURAM EAST ,Aided,1 - 4,LP,Balussery,,,,
1284,47534,AMLPS KARIMALA ,Aided,1 - 4,LP,Balussery,,,,
1285,47535,AMLPS VALLIYOTH ,Aided,1 - 4,LP,Balussery,,,,
1286,47539,AMLPS ULLIYERI ,Aided,1 - 4,LP,Balussery,,,,
1287,47540,AMLPS BALUSSERY ,Aided,1 - 5,"LP, UP",Balussery,,,,
1288,47541,ALPS PUTHURVATTOM NEW ,Aided,1 - 5,"LP, UP",Balussery,,,,
1289,47542,ALPS RAMALLUR ,Aided,1 - 5,"LP, UP",Balussery,,,,
1290,47543,ALPS NANMINDA WEST ,Aided,1 - 5,"LP, UP",Balussery,,,,
1291,47544,ALPS NIRMALLUR EAST ,Aided,1 - 5,"LP, UP",Balussery,,,,
1292,47545,ALPS SIVAPURAM NEW ,Aided,1 - 5,"LP, UP",Balussery,,,,
1293,47546,NMMAUPS NARATH ,Aided,1 - 7,"LP, UP",Balussery,,,,
1294,47547,ASVUPS EDAKKARA ,Aided,1 - 7,"LP, UP",Balussery,,,,
1295,47548,CCUPS IYYAD ,Aided,1 - 7,"LP, UP",Balussery,,,,
1296,47549,MIUPS IYYAD ,Aided,1 - 7,"LP, UP",Balussery,,,,
1297,47550,AUPS MANGAD ,Aided,1 - 7,"LP, UP",Balussery,,,,
1298,47551,S M M A U P S SIVAPURAM ,Aided,1 - 7,"LP, UP",Balussery,,,,
1299,47554,AUPS DESASEVA KURUMPOYIL ,Aided,1 - 7,"LP, UP",Balussery,,,,
1300,47555,AUPS MUNDAKKARA ,Aided,1 - 7,"LP, UP",Balussery,,,,
1301,47556,AUPS PANANGAD NORTH ,Aided,1 - 7,"LP, UP",Balussery,,,,
1302,47557,AUPS PANANGAD SOUTH ,Aided,1 - 7,"LP, UP",Balussery,,,,
1303,47558,AUPS CHEEKKILODE ,Aided,1 - 7,"LP, UP",Balussery,,,,
1304,47559,AUPS KARUNARAM ,Aided,1 - 7,"LP, UP",Balussery,,,,
1305,47560,AUPS KOLATHUR ,Aided,1 - 7,"LP, UP",Balussery,,,,
1306,47561,A U P S NANMINDA ,Aided,1 - 7,"LP, UP",Balussery,,,,
1307,47562,AUPS NANMINDA EAST ,Aided,1 - 7,"LP, UP",Balussery,,,,
1308,47563,AUPS NANMINDA EZHUKULAM ,Aided,1 - 7,"LP, UP",Balussery,,,,
1309,47564,AUPS NADUVALLUR ,Aided,1 - 7,"LP, UP",Balussery,,,,
1310,47565,AUPS PC PALAM ,Aided,1 - 7,"LP, UP",Balussery,,,,
1311,47566,AMUPS PUNNASSERY ,Aided,1 - 7,"LP, UP",Balussery,,,,
1312,47567,AUPS PUNNASSERY WEST ,Aided,1 - 7,"LP, UP",Balussery,,,,
1313,47568,AUPS BALUSSERY ,Aided,1 - 7,"LP, UP",Balussery,,,,
1314,47569,AUPS ERAMANGALAM ,Aided,5 -7,UP,Balussery,,,,
1315,47570,AUPS ULLIYERI ,Aided,5 -7,UP,Balussery,,,,
1316,47572,PTMUPS PALLIYOTH ,Aided,5 -7,UP,Balussery,,,,
1317,47083,"Saraswathy Vidyamandir EnglishMedium High School, Nanminda -14 ",Unaided Recognised,1 -10,"LP, UP, HS",Balussery,,,,
1318,47114,DARURRAHMA HIGH SCHOOL THALAYAD ,Unaided Recognised,1 -10,"LP, UP, HS",Balussery,,,,
1319,47573,JAI RANI EMLPS BALUSSERY ,Unaided Recognised,1 - 4,LP,Balussery,,,,
1320,47576,"INDUS ENGLISH SCHOOL, Karumala ",Unaided Recognised,1-8,,Balussery,,,,
1321,47577,Green Valley Public School ,Unaided Recognised,1 - 4,LP,Balussery,,,,
